geoid,geoid20,year,denom_total_pop,severe_collision_count,pedestrian_collision_count,bicycle_collision_count,pedestrian_collision_rate,bicycle_collision_rate,severe_collision_rate
1400000US06037574100,6037574100,2013,5354,7,0,0,0,0,130.74336
1400000US06037574201,6037574201,2013,3106,13,0,1,0,32.195751,418.54474
1400000US06037574202,6037574202,2013,2147,16,3,1,139.72986,46.576618,745.22589
1400000US06037574300,6037574300,2013,5744,36,1,4,17.409472,69.637886,626.74097
1400000US06037574400,6037574400,2013,5412,34,4,2,73.909828,36.954914,628.23358
1400000US06037574500,6037574500,2013,6053,25,1,1,16.520733,16.520733,413.01834
1400000US06037574602,6037574602,2013,1287,4,0,0,0,0,310.80032
1400000US06037574800,6037574800,2013,2975,7,1,0,33.613445,0,235.29411
1400000US06037574901,6037574901,2013,4058,18,5,3,123.21341,73.928047,443.56827
1400000US06037574902,6037574902,2013,4859,17,2,2,41.160732,41.160732,349.86624
1400000US06037575001,6037575001,2013,4006,9,1,3,24.962557,74.887665,224.66301
1400000US06037575002,6037575002,2013,4861,18,2,0,41.143799,0,370.29419
1400000US06037575101,6037575101,2013,4627,9,1,1,21.612276,21.612276,194.51048
1400000US06037575102,6037575102,2013,4432,3,1,1,22.563177,22.563177,67.689529
1400000US06037575103,6037575103,2013,5077,4,0,0,0,0,78.786682
1400000US06037575201,6037575201,2013,5112,17,6,4,117.3709,78.247261,332.55087
1400000US06037575202,6037575202,2013,4909,8,2,1,40.741497,20.370749,162.96599
1400000US06037575300,6037575300,2013,5220,25,4,4,76.628349,76.628349,478.92722
1400000US06037575401,6037575401,2013,5360,14,1,8,18.656717,149.25374,261.19403
1400000US06037575402,6037575402,2013,3849,13,3,4,77.942322,103.9231,337.75006
1400000US06037575801,6037575801,2013,2443,4,2,1,81.866554,40.933277,163.73311
1400000US06037575802,6037575802,2013,4945,8,1,0,20.222446,0,161.77957
1400000US06037575803,6037575803,2013,2735,7,2,1,73.126144,36.563072,255.9415
1400000US06037575901,6037575901,2013,3122,4,1,0,32.03075,0,128.123
1400000US06037575902,6037575902,2013,4888,12,3,1,61.374794,20.458265,245.49918
1400000US06037576001,6037576001,2013,5760,36,1,10,17.361111,173.61111,625
1400000US06037576200,6037576200,2013,5902,24,5,6,84.717049,101.66045,406.64182
1400000US06037576301,6037576301,2013,4444,21,8,5,180.01801,112.51125,472.54724
1400000US06037576302,6037576302,2013,4308,15,6,4,139.27577,92.85051,348.18942
1400000US06037576401,6037576401,2013,5066,15,2,5,39.478878,98.697197,296.09158
1400000US06037576402,6037576402,2013,4424,4,2,1,45.207958,22.603979,90.415916
1400000US06037576403,6037576403,2013,5342,8,2,1,37.439163,18.719582,149.75665
1400000US06037576501,6037576501,2013,3030,16,5,3,165.01649,99.009903,528.0528
1400000US06037576502,6037576502,2013,5018,14,3,4,59.784775,79.713036,278.99561
1400000US06037576503,6037576503,2013,4219,4,1,1,23.702299,23.702299,94.809196
1400000US06037576601,6037576601,2013,4319,21,4,2,92.614029,46.307014,486.22366
1400000US06037576602,6037576602,2013,3852,10,3,1,77.881622,25.960541,259.60541
1400000US06037576700,6037576700,2013,4424,11,1,2,22.603979,45.207958,248.64377
1400000US06037576801,6037576801,2013,3721,18,3,6,80.623489,161.24698,483.74094
1400000US06037576802,6037576802,2013,3880,4,0,1,0,25.773195,103.09278
1400000US06037576901,6037576901,2013,6224,11,2,2,32.133675,32.133675,176.73521
1400000US06037576903,6037576903,2013,4227,8,1,4,23.65744,94.629761,189.25952
1400000US06037576904,6037576904,2013,2762,5,1,0,36.205647,0,181.02824
1400000US06037577000,6037577000,2013,6657,33,9,9,135.19603,135.19603,495.71878
1400000US06037577100,6037577100,2013,6961,28,6,4,86.194511,57.463009,402.24106
1400000US06037577200,6037577200,2013,5225,18,3,4,57.416267,76.555023,344.49762
1400000US06037577300,6037577300,2013,5022,5,2,0,39.824772,0,99.561928
1400000US06037577400,6037577400,2013,2760,11,2,5,72.463768,181.15942,398.55072
1400000US06037577501,6037577501,2013,3630,3,1,1,27.54821,27.54821,82.64463
1400000US06037577504,6037577504,2013,1173,2,0,1,0,85.251495,170.50299
1400000US06037577602,6037577602,2013,3247,13,3,1,92.392975,30.797659,400.36957
1400000US06037577604,6037577604,2013,1290,1,0,0,0,0,77.519379
1400000US06037577605,6037577605,2013,4663,9,0,1,0,21.445421,193.00879
1400000US06037577606,6037577606,2013,3525,14,0,0,0,0,397.16312
1400000US06037577700,6037577700,2013,4788,29,1,0,20.885548,0,605.68085
1400000US06037577800,6037577800,2013,4196,34,0,0,0,0,810.29553
1400000US06037577900,6037577900,2013,5481,18,2,2,36.489693,36.489693,328.40723
1400000US06037578000,6037578000,2013,6499,18,2,0,30.773966,0,276.9657
1400000US06037578100,6037578100,2013,2411,12,0,4,0,165.90627,497.71878
1400000US06037599000,6037599000,2013,3553,1,0,0,0,0,28.145229
1400000US06037600100,6037600100,2013,6890,31,5,3,72.568939,43.541363,449.92743
1400000US06037600201,6037600201,2013,4652,22,5,4,107.48065,85.98452,472.91489
1400000US06037600202,6037600202,2013,6694,40,7,3,104.57126,44.816254,597.55005
1400000US06037600302,6037600302,2013,3065,18,5,2,163.13214,65.252853,587.2757
1400000US06037600303,6037600303,2013,3539,23,2,3,56.513138,84.769707,649.90112
1400000US06037600304,6037600304,2013,2681,16,5,3,186.49757,111.89854,596.79224
1400000US06037600400,6037600400,2013,3944,2,0,0,0,0,50.709938
1400000US06037600501,6037600501,2013,2780,5,0,0,0,0,179.85611
1400000US06037600601,6037600601,2013,2470,2,0,0,0,0,80.971657
1400000US06037600602,6037600602,2013,2483,1,1,0,40.273861,0,40.273861
1400000US06037600703,6037600703,2013,1768,1,0,0,0,0,56.561085
1400000US06037600704,6037600704,2013,3276,3,0,1,0,30.52503,91.575089
1400000US06037600902,6037600902,2013,7186,2,2,0,27.831896,0,27.831896
1400000US06037601001,6037601001,2013,1927,3,0,0,0,0,155.6824
1400000US06037601002,6037601002,2013,5600,1,0,1,0,17.857143,17.857143
1400000US06037601100,6037601100,2013,6482,1,0,0,0,0,15.427338
1400000US06037601211,6037601211,2013,3038,3,1,0,32.916393,0,98.749176
1400000US06037601301,6037601301,2013,1868,2,0,0,0,0,107.06638
1400000US06037601302,6037601302,2013,7132,16,0,0,0,0,224.341
1400000US06037601401,6037601401,2013,4801,27,1,0,20.828995,0,562.38281
1400000US06037601402,6037601402,2013,4682,14,0,0,0,0,299.01752
1400000US06037601501,6037601501,2013,4181,5,0,0,0,0,119.58862
1400000US06037601502,6037601502,2013,4084,10,3,1,73.457397,24.485798,244.85799
1400000US06037601600,6037601600,2013,4630,28,5,3,107.99136,64.794815,604.75165
1400000US06037601700,6037601700,2013,5374,12,0,2,0,37.216225,223.29736
1400000US06037601802,6037601802,2013,4269,28,5,1,117.12345,23.42469,655.8913
1400000US06037601900,6037601900,2013,5269,5,1,0,18.978933,0,94.894669
1400000US06037602002,6037602002,2013,2964,3,0,0,0,0,101.21458
1400000US06037602003,6037602003,2013,5146,1,0,0,0,0,19.43257
1400000US06037602103,6037602103,2013,6768,15,4,2,59.101654,29.550827,221.63121
1400000US06037602104,6037602104,2013,6060,12,1,1,16.50165,16.50165,198.01981
1400000US06037602105,6037602105,2013,4295,23,3,1,69.848663,23.282887,535.50641
1400000US06037602106,6037602106,2013,5591,11,3,0,53.657665,0,196.74477
1400000US06037602201,6037602201,2013,5814,27,0,1,0,17.199862,464.39627
1400000US06037602202,6037602202,2013,1785,11,0,1,0,56.022408,616.24652
1400000US06037602301,6037602301,2013,5903,41,2,5,33.881077,84.70269,694.56207
1400000US06037602302,6037602302,2013,3643,47,0,0,0,0,1290.1455
1400000US06037602402,6037602402,2013,6725,39,10,6,148.69888,89.21933,579.92566
1400000US06037602403,6037602403,2013,5466,5,0,0,0,0,91.474571
1400000US06037602404,6037602404,2013,6159,2,0,1,0,16.236403,32.472805
1400000US06037602504,6037602504,2013,4190,1,0,0,0,0,23.866348
1400000US06037602505,6037602505,2013,4258,12,2,3,46.970409,70.455612,281.82245
1400000US06037602506,6037602506,2013,4286,1,1,0,23.331778,0,23.331778
1400000US06037602507,6037602507,2013,4147,3,0,0,0,0,72.341454
1400000US06037602510,6037602510,2013,3472,10,1,2,28.801844,57.603687,288.01843
1400000US06037602511,6037602511,2013,3492,9,1,1,28.636885,28.636885,257.73196
1400000US06037602512,6037602512,2013,580,3,0,0,0,0,517.24139
1400000US06037602513,6037602513,2013,3537,18,3,1,84.817642,28.272547,508.90585
1400000US06037602601,6037602601,2013,5806,25,4,3,68.894249,51.670685,430.58905
1400000US06037602602,6037602602,2013,2902,10,1,2,34.458992,68.917984,344.58994
1400000US06037602700,6037602700,2013,3444,40,4,2,116.14402,58.07201,1161.4402
1400000US06037602801,6037602801,2013,3914,59,4,3,102.19724,76.647934,1507.4093
1400000US06037602802,6037602802,2013,4005,31,8,4,199.75031,99.875153,774.03247
1400000US06037602900,6037602900,2013,4071,55,7,4,171.94792,98.255959,1351.0194
1400000US06037603004,6037603004,2013,1599,4,0,1,0,62.539085,250.15634
1400000US06037603005,6037603005,2013,5295,6,0,1,0,18.885742,113.31445
1400000US06037603006,6037603006,2013,1977,12,4,0,202.32675,0,606.98029
1400000US06037603007,6037603007,2013,4115,7,1,1,24.301336,24.301336,170.10936
1400000US06037603008,6037603008,2013,2875,7,0,2,0,69.565216,243.47826
1400000US06037603101,6037603101,2013,4494,16,2,4,44.503784,89.007568,356.03027
1400000US06037603102,6037603102,2013,3905,2,2,0,51.216389,0,51.216389
1400000US06037603200,6037603200,2013,3252,3,0,0,0,0,92.250923
1400000US06037603301,6037603301,2013,3539,11,1,0,28.256569,0,310.82227
1400000US06037603302,6037603302,2013,4051,9,1,1,24.685263,24.685263,222.16737
1400000US06037603400,6037603400,2013,3894,16,3,4,77.041603,102.72214,410.88855
1400000US06037603500,6037603500,2013,3247,13,2,1,61.595318,30.797659,400.36957
1400000US06037603600,6037603600,2013,4177,20,3,2,71.821884,47.881256,478.81253
1400000US06037603702,6037603702,2013,5038,44,7,2,138.94403,39.698292,873.36243
1400000US06037603703,6037603703,2013,2666,23,6,1,225.05626,37.509377,862.7157
1400000US06037603705,6037603705,2013,2773,15,3,3,108.18608,108.18608,540.93042
1400000US06037603706,6037603706,2013,3827,1,0,0,0,0,26.130129
1400000US06037603801,6037603801,2013,4572,19,2,6,43.744534,131.2336,415.57306
1400000US06037603802,6037603802,2013,4221,6,0,0,0,0,142.14641
1400000US06037603901,6037603901,2013,3707,8,0,0,0,0,215.80794
1400000US06037603902,6037603902,2013,3786,30,2,3,52.826202,79.239304,792.39301
1400000US06037604001,6037604001,2013,4565,29,3,4,65.717415,87.623222,635.26837
1400000US06037604002,6037604002,2013,4693,15,1,2,21.308332,42.616665,319.62497
1400000US06037604101,6037604101,2013,3469,10,0,0,0,0,288.26752
1400000US06037604102,6037604102,2013,3853,14,0,0,0,0,363.35324
1400000US06037604200,6037604200,2013,6149,3,0,1,0,16.262808,48.788422
1400000US06037609900,6037609900,2013,2043,3,1,0,48.947624,0,146.84288
1400000US06037620001,6037620001,2013,3857,4,0,0,0,0,103.70754
1400000US06037620002,6037620002,2013,3619,3,0,1,0,27.631943,82.895828
1400000US06037620101,6037620101,2013,5462,19,5,2,91.541557,36.616623,347.85794
1400000US06037620102,6037620102,2013,3822,12,3,4,78.492935,104.65725,313.97174
1400000US06037620201,6037620201,2013,1405,3,0,0,0,0,213.52313
1400000US06037620301,6037620301,2013,5097,5,1,1,19.619385,19.619385,98.096916
1400000US06037620303,6037620303,2013,4573,13,4,3,87.469933,65.602448,284.27728
1400000US06037620305,6037620305,2013,5722,13,7,3,122.33485,52.429222,227.19328
1400000US06037620400,6037620400,2013,5353,32,6,6,112.08668,112.08668,597.79565
1400000US06037620501,6037620501,2013,5984,37,1,2,16.711229,33.422459,618.31549
1400000US06037620521,6037620521,2013,3964,2,1,1,25.227043,25.227043,50.454086
1400000US06037620522,6037620522,2013,4443,2,0,1,0,22.507315,45.014629
1400000US06037620601,6037620601,2013,6090,26,2,5,32.840721,82.101807,426.92938
1400000US06037620602,6037620602,2013,5441,7,1,2,18.378975,36.75795,128.65282
1400000US06037620701,6037620701,2013,6765,21,5,5,73.909828,73.909828,310.4213
1400000US06037620703,6037620703,2013,2837,2,0,1,0,35.248501,70.497002
1400000US06037620704,6037620704,2013,3676,9,1,2,27.203482,54.406963,244.83134
1400000US06037620801,6037620801,2013,3920,35,1,1,25.510204,25.510204,892.85712
1400000US06037620802,6037620802,2013,4224,6,2,0,47.348484,0,142.04546
1400000US06037620901,6037620901,2013,2699,25,4,5,148.20303,185.2538,926.26898
1400000US06037620904,6037620904,2013,2311,33,2,6,86.542625,259.62787,1427.9532
1400000US06037621001,6037621001,2013,4682,15,3,0,64.07518,0,320.37592
1400000US06037621005,6037621005,2013,5608,5,1,1,17.831669,17.831669,89.158348
1400000US06037621102,6037621102,2013,3194,24,4,2,125.23482,62.617409,751.40887
1400000US06037621104,6037621104,2013,6112,18,4,4,65.445023,65.445023,294.50262
1400000US06037621201,6037621201,2013,6464,14,2,4,30.940594,61.881187,216.58415
1400000US06037621204,6037621204,2013,2697,14,1,4,37.078236,148.31294,519.09528
1400000US06037621301,6037621301,2013,6986,15,2,1,28.628685,14.314342,214.71515
1400000US06037621324,6037621324,2013,3959,11,4,1,101.03561,25.258904,277.84793
1400000US06037621326,6037621326,2013,3252,4,0,1,0,30.750307,123.00123
1400000US06037621400,6037621400,2013,4516,4,1,0,22.14349,0,88.573959
1400000US06037650001,6037650001,2013,5756,6,1,1,17.373177,17.373177,104.23905
1400000US06037650003,6037650003,2013,2760,7,0,0,0,0,253.62318
1400000US06037650004,6037650004,2013,4064,3,0,1,0,24.606298,73.818901
1400000US06037650101,6037650101,2013,5674,29,2,0,35.248501,0,511.10327
1400000US06037650102,6037650102,2013,2291,15,0,2,0,87.298126,654.7359
1400000US06037650200,6037650200,2013,5979,52,1,2,16.725204,33.450409,869.71063
1400000US06037650300,6037650300,2013,6506,13,0,1,0,15.370427,199.81555
1400000US06037650401,6037650401,2013,4624,21,3,5,64.878891,108.13148,454.15225
1400000US06037650502,6037650502,2013,4542,14,1,0,22.016733,0,308.23425
1400000US06037650603,6037650603,2013,4139,7,0,0,0,0,169.12297
1400000US06037650604,6037650604,2013,5631,11,1,1,17.758835,17.758835,195.34718
1400000US06037650605,6037650605,2013,3053,4,0,0,0,0,131.01868
1400000US06037650606,6037650606,2013,4861,8,0,0,0,0,164.5752
1400000US06037650607,6037650607,2013,3351,8,1,3,29.841839,89.525513,238.73471
1400000US06037650701,6037650701,2013,2333,24,1,0,42.863266,0,1028.7184
1400000US06037650702,6037650702,2013,4791,15,1,1,20.872469,20.872469,313.08704
1400000US06037650801,6037650801,2013,3932,5,1,0,25.43235,0,127.16175
1400000US06037650802,6037650802,2013,2908,5,2,0,68.775787,0,171.93948
1400000US06037650901,6037650901,2013,5801,40,2,3,34.476814,51.715221,689.53632
1400000US06037650903,6037650903,2013,3661,16,2,4,54.629883,109.25977,437.03906
1400000US06037650904,6037650904,2013,3230,9,0,2,0,61.919506,278.63776
1400000US06037651001,6037651001,2013,5810,8,1,1,17.211704,17.211704,137.69363
1400000US06037651002,6037651002,2013,4628,27,3,3,64.822815,64.822815,583.40533
1400000US06037651101,6037651101,2013,5292,44,1,3,18.896448,56.689342,831.44366
1400000US06037651102,6037651102,2013,3849,3,0,0,0,0,77.942322
1400000US06037651201,6037651201,2013,4863,10,0,2,0,41.126877,205.63438
1400000US06037651221,6037651221,2013,3075,11,0,2,0,65.040649,357.72357
1400000US06037651222,6037651222,2013,6392,10,1,4,15.644556,62.578224,156.44556
1400000US06037651302,6037651302,2013,6068,7,0,1,0,16.479895,115.35926
1400000US06037651304,6037651304,2013,4590,8,1,1,21.786493,21.786493,174.29195
1400000US06037651401,6037651401,2013,1902,4,0,0,0,0,210.30495
1400000US06037651402,6037651402,2013,6324,18,3,0,47.438332,0,284.62997
1400000US06037670003,6037670003,2013,5436,5,0,0,0,0,91.979393
1400000US06037670201,6037670201,2013,3914,2,0,0,0,0,51.098621
1400000US06037670202,6037670202,2013,2867,4,0,1,0,34.879665,139.51866
1400000US06037670324,6037670324,2013,5033,11,1,1,19.868866,19.868866,218.55753
1400000US06037670326,6037670326,2013,3737,5,0,2,0,53.518864,133.79716
1400000US06037670328,6037670328,2013,4727,1,0,1,0,21.155067,21.155067
1400000US06037670416,6037670416,2013,4214,1,1,0,23.730423,0,23.730423
1400000US06037670417,6037670417,2013,3078,1,0,0,0,0,32.488628
1400000US06037670701,6037670701,2013,6647,4,2,0,30.088762,0,60.177525
1400000US06037670702,6037670702,2013,5157,1,0,0,0,0,19.391119
1400000US06037700101,6037700101,2013,5468,32,2,4,36.576447,73.152893,585.22314
1400000US06037700102,6037700102,2013,3763,20,7,2,186.02179,53.149082,531.49084
1400000US06037700200,6037700200,2013,6519,16,3,0,46.019329,0,245.43642
1400000US06037700300,6037700300,2013,5456,26,3,4,54.985336,73.313782,476.53958
1400000US06037700400,6037700400,2013,5255,38,7,4,133.20647,76.117981,723.12085
1400000US06037700501,6037700501,2013,3832,24,4,5,104.38413,130.48016,626.30481
1400000US06037700502,6037700502,2013,4413,24,7,4,158.62225,90.641289,543.84772
1400000US06037700700,6037700700,2013,3610,6,2,2,55.401661,55.401661,166.20499
1400000US06037700802,6037700802,2013,3349,2,0,0,0,0,59.719318
1400000US06037700901,6037700901,2013,4049,1,0,0,0,0,24.697456
1400000US06037700902,6037700902,2013,6905,1,0,0,0,0,14.482259
1400000US06037701000,6037701000,2013,5914,1,0,0,0,0,16.909029
1400000US06037701201,6037701201,2013,4081,8,0,3,0,73.511391,196.03038
1400000US06037701202,6037701202,2013,3366,11,6,2,178.25311,59.417706,326.79739
1400000US06037701302,6037701302,2013,4695,3,2,0,42.598511,0,63.897762
1400000US06037701304,6037701304,2013,6481,24,4,4,61.718872,61.718872,370.31323
1400000US06037701402,6037701402,2013,6577,13,1,1,15.2045,15.2045,197.65851
1400000US06037701501,6037701501,2013,5021,13,3,3,59.749054,59.749054,258.91257
1400000US06037701502,6037701502,2013,3990,35,13,8,325.81454,200.50125,877.19299
1400000US06037701601,6037701601,2013,4446,15,1,1,22.492128,22.492128,337.38193
1400000US06037701602,6037701602,2013,4165,33,5,6,120.04802,144.05762,792.31696
1400000US06037701701,6037701701,2013,3074,46,6,10,195.18542,325.30905,1496.4216
1400000US06037701702,6037701702,2013,3200,42,4,12,125,375,1312.5
1400000US06037701801,6037701801,2013,5714,87,6,6,105.00525,105.00525,1522.5762
1400000US06037701802,6037701802,2013,4331,55,3,5,69.268066,115.44678,1269.9146
1400000US06037701902,6037701902,2013,3682,140,27,19,733.29712,516.02393,3802.2813
1400000US06037702002,6037702002,2013,5573,53,11,8,197.38022,143.54926,951.01379
1400000US06037702102,6037702102,2013,6639,44,3,12,45.187527,180.75011,662.75043
1400000US06037702201,6037702201,2013,5023,59,11,15,218.99263,298.62631,1174.5968
1400000US06037702202,6037702202,2013,3817,34,7,9,183.39009,235.78726,890.75189
1400000US06037702300,6037702300,2013,6777,59,3,8,44.267376,118.04633,870.59174
1400000US06037702400,6037702400,2013,3873,33,1,5,25.819778,129.09889,852.05267
1400000US06037702501,6037702501,2013,5106,28,4,6,78.339211,117.50881,548.37445
1400000US06037702502,6037702502,2013,4453,14,2,4,44.91354,89.82708,314.39478
1400000US06037702600,6037702600,2013,6130,50,1,6,16.313213,97.87928,815.66071
1400000US06037702700,6037702700,2013,3497,15,4,4,114.38376,114.38376,428.93909
1400000US06037702801,6037702801,2013,5304,41,4,8,75.41478,150.82956,773.00153
1400000US06037702802,6037702802,2013,2223,23,0,3,0,134.95277,1034.6378
1400000US06037702803,6037702803,2013,3125,38,9,3,288,96,1216
1400000US06037702900,6037702900,2013,8848,44,5,10,56.509945,113.01989,497.28754
1400000US06037703002,6037703002,2013,7426,26,1,2,13.4662,26.9324,350.12119
1400000US06037703003,6037703003,2013,2355,37,2,1,84.92569,42.462845,1571.1252
1400000US06037703100,6037703100,2013,5243,32,5,0,95.36525,0,610.33759
1400000US06037703200,6037703200,2013,5691,29,3,1,52.714813,17.571604,509.57654
1400000US06037800101,6037800101,2013,5368,21,2,0,37.257824,0,391.20715
1400000US06037800103,6037800103,2013,2647,7,0,1,0,37.778618,264.45032
1400000US06037800104,6037800104,2013,4904,36,0,3,0,61.174553,734.0946
1400000US06037800202,6037800202,2013,6352,21,1,2,15.743073,31.486147,330.60452
1400000US06037800204,6037800204,2013,4689,44,2,1,42.653019,21.326509,938.36639
1400000US06037800205,6037800205,2013,616,4,0,0,0,0,649.35065
1400000US06037800206,6037800206,2013,4679,14,1,2,21.372087,42.744175,299.20923
1400000US06037800324,6037800324,2013,6823,29,2,1,29.312618,14.656309,425.03299
1400000US06037800325,6037800325,2013,3445,24,1,0,29.027576,0,696.6618
1400000US06037800328,6037800328,2013,2642,13,0,0,0,0,492.05148
1400000US06037800333,6037800333,2013,1168,4,0,0,0,0,342.46576
1400000US06037800334,6037800334,2013,4511,1,0,1,0,22.168034,22.168034
1400000US06037800335,6037800335,2013,6020,53,2,9,33.222591,149.50166,880.39868
1400000US06037800336,6037800336,2013,5893,46,1,0,16.969286,0,780.58716
1400000US06037800337,6037800337,2013,828,10,0,0,0,0,1207.7295
1400000US06037800338,6037800338,2013,7044,15,1,3,14.196479,42.589439,212.94719
1400000US06037800406,6037800406,2013,2577,34,1,3,38.804813,116.41444,1319.3636
1400000US06037800410,6037800410,2013,3893,25,1,2,25.68713,51.37426,642.17828
1400000US06037800411,6037800411,2013,3923,12,2,2,50.981392,50.981392,305.88834
1400000US06037800412,6037800412,2013,3071,14,1,1,32.562683,32.562683,455.87756
1400000US06037800504,6037800504,2013,2337,55,2,2,85.579803,85.579803,2353.4446
1400000US06037800506,6037800506,2013,3216,65,1,4,31.094528,124.37811,2021.1443
1400000US06037900102,6037900102,2013,860,11,0,0,0,0,1279.0698
1400000US06037900103,6037900103,2013,6321,7,2,0,31.640564,0,110.74197
1400000US06037900104,6037900104,2013,5893,12,2,2,33.938572,33.938572,203.63142
1400000US06037900301,6037900301,2013,476,7,2,0,420.16806,0,1470.5883
1400000US06037900501,6037900501,2013,6704,31,4,2,59.665871,29.832935,462.41049
1400000US06037900504,6037900504,2013,5819,31,0,3,0,51.555248,532.73761
1400000US06037900505,6037900505,2013,3859,14,1,1,25.913448,25.913448,362.7883
1400000US06037900506,6037900506,2013,4669,22,2,0,42.835724,0,471.19296
1400000US06037900508,6037900508,2013,3750,6,0,0,0,0,160
1400000US06037900509,6037900509,2013,3382,9,1,0,29.568302,0,266.11472
1400000US06037900510,6037900510,2013,4679,6,0,1,0,21.372087,128.23253
1400000US06037900602,6037900602,2013,5475,7,0,0,0,0,127.85388
1400000US06037900606,6037900606,2013,4010,20,1,2,24.937656,49.875313,498.75311
1400000US06037900607,6037900607,2013,4077,3,0,0,0,0,73.583519
1400000US06037900608,6037900608,2013,3529,17,1,1,28.336639,28.336639,481.72287
1400000US06037900609,6037900609,2013,5380,8,0,1,0,18.58736,148.69888
1400000US06037900610,6037900610,2013,4542,6,0,1,0,22.016733,132.1004
1400000US06037900611,6037900611,2013,2720,11,2,0,73.529411,0,404.41177
1400000US06037900701,6037900701,2013,4785,18,1,2,20.898642,41.797283,376.17554
1400000US06037900703,6037900703,2013,3758,25,1,4,26.6099,106.4396,665.2475
1400000US06037900704,6037900704,2013,3007,31,0,1,0,33.255737,1030.9279
1400000US06037900705,6037900705,2013,4785,27,1,1,20.898642,20.898642,564.26331
1400000US06037900804,6037900804,2013,3525,5,1,0,28.368793,0,141.84398
1400000US06037900805,6037900805,2013,4776,25,2,1,41.876045,20.938023,523.45056
1400000US06037900806,6037900806,2013,3488,47,8,8,229.3578,229.3578,1347.4771
1400000US06037900807,6037900807,2013,4694,11,1,1,21.303793,21.303793,234.34171
1400000US06037900808,6037900808,2013,4717,8,1,0,21.199915,0,169.59932
1400000US06037900901,6037900901,2013,1618,25,0,0,0,0,1545.1174
1400000US06037900902,6037900902,2013,2030,30,1,0,49.261086,0,1477.8325
1400000US06037901003,6037901003,2013,5568,4,0,0,0,0,71.839081
1400000US06037901007,6037901007,2013,1990,13,3,0,150.75377,0,653.26636
1400000US06037901008,6037901008,2013,2987,42,0,1,0,33.478405,1406.093
1400000US06037901009,6037901009,2013,5525,17,0,1,0,18.099548,307.69232
1400000US06037901010,6037901010,2013,6029,13,1,0,16.586498,0,215.62448
1400000US06037901011,6037901011,2013,5148,22,2,2,38.85004,38.85004,427.35043
1400000US06037901012,6037901012,2013,3511,8,0,0,0,0,227.85532
1400000US06037901013,6037901013,2013,2671,1,0,0,0,0,37.439163
1400000US06037901014,6037901014,2013,5652,15,0,2,0,35.385704,265.39279
1400000US06037901101,6037901101,2013,5223,11,0,1,0,19.146084,210.60693
1400000US06037901102,6037901102,2013,5598,20,1,0,17.863523,0,357.27045
1400000US06037901209,6037901209,2013,1192,92,2,0,167.78523,0,7718.1206
1400000US06037901210,6037901210,2013,1416,2,0,0,0,0,141.24294
1400000US06037901215,6037901215,2013,551,4,0,1,0,181.4882,725.95282
1400000US06037901216,6037901216,2013,8767,7,0,0,0,0,79.844872
1400000US06037901217,6037901217,2013,3961,9,0,1,0,25.246149,227.21535
1400000US06037901300,6037901300,2013,5189,28,0,0,0,0,539.60303
1400000US06037910002,6037910002,2013,6626,20,1,0,15.092062,0,301.84122
1400000US06037910210,6037910210,2013,6851,4,0,0,0,0,58.385635
1400000US06037910211,6037910211,2013,1156,5,0,0,0,0,432.52594
1400000US06037910212,6037910212,2013,4009,43,0,0,0,0,1072.5867
1400000US06037910213,6037910213,2013,1198,35,0,1,0,83.472458,2921.5359
1400000US06037910214,6037910214,2013,5941,29,2,3,33.664368,50.496548,488.1333
1400000US06037910215,6037910215,2013,6383,20,1,1,15.666615,15.666615,313.33228
1400000US06037910216,6037910216,2013,3982,1,0,0,0,0,25.113008
1400000US06037910217,6037910217,2013,4298,6,0,0,0,0,139.59981
1400000US06037910218,6037910218,2013,5073,83,2,4,39.424404,78.848808,1636.1128
1400000US06037910301,6037910301,2013,4471,11,0,1,0,22.366362,246.02997
1400000US06037910302,6037910302,2013,5641,3,0,1,0,17.727354,53.18206
1400000US06037910401,6037910401,2013,6296,12,1,1,15.883101,15.883101,190.5972
1400000US06037910404,6037910404,2013,3786,10,0,0,0,0,264.13101
1400000US06037910405,6037910405,2013,5915,40,2,3,33.81234,50.718513,676.24683
1400000US06037910501,6037910501,2013,5552,19,5,0,90.05764,0,342.21902
1400000US06037910502,6037910502,2013,4047,18,1,0,24.709661,0,444.7739
1400000US06037910504,6037910504,2013,5249,13,0,0,0,0,247.66623
1400000US06037910505,6037910505,2013,2902,1,0,0,0,0,34.458992
1400000US06037910601,6037910601,2013,6720,6,1,0,14.880953,0,89.285713
1400000US06037910602,6037910602,2013,3468,28,3,3,86.505188,86.505188,807.38177
1400000US06037910605,6037910605,2013,4817,8,1,0,20.759809,0,166.07848
1400000US06037910606,6037910606,2013,2870,3,1,0,34.843204,0,104.52962
1400000US06037910607,6037910607,2013,3312,8,1,0,30.193237,0,241.5459
1400000US06037910608,6037910608,2013,3801,11,1,1,26.308867,26.308867,289.39752
1400000US06037910706,6037910706,2013,5781,19,1,0,17.298046,0,328.66287
1400000US06037910707,6037910707,2013,4445,5,0,0,0,0,112.48594
1400000US06037910709,6037910709,2013,1794,12,0,0,0,0,668.8963
1400000US06037910712,6037910712,2013,2415,4,0,1,0,41.407867,165.63147
1400000US06037910713,6037910713,2013,5871,15,2,0,34.065746,0,255.4931
1400000US06037910714,6037910714,2013,3896,11,1,1,25.667351,25.667351,282.34085
